CloneOf;Name;Description;Year;Manufacturer
passsht;passshtjd;Passing Shot (Japan, 4 Players) (bootleg of FD1094 317-0070 set);1988;bootleg
;pastelg;Pastel Gal (Japan 851224);1985;Nichibutsu
;pastelis;Pastel Island (Japan, prototype);1993;Visco
;patapata;Pata Pata Panic;1993;Atlus
;patimono;Mahjong Pachinko Monogatari (Japan);1992;Nichibutsu
;patinho;Patinho Feio;1972;Escola Politecnica - Universidade de Sao Paulo
;pato_feio_cpu;Patinho Feio CPU;;
;patocar;Hashire Patrol Car (J 990326 V1.000);2001;Sega
;paula_8364;"MOS 8364 ""Paula""";;
;pb1000;PB-1000;1987;Casio
;pb2000c;PB-2000c;1989;Casio
pb_l5;pb_l1;Pin-Bot (L-1);1986;Williams
pb_l5;pb_l2;Pin-Bot (L-2);1986;Williams
pb_l5;pb_l3;Pin-Bot (L-3);1986;Williams
;pb_l5;Pin-Bot (L-5);1986;Williams
pb_l5;pb_p4;Pin-Bot (P-4);1986;Williams
;pbaction;Pinball Action (set 1);1985;Tehkan
pbaction;pbaction2;Pinball Action (set 2, encrypted);1985;Tehkan
pbaction;pbaction3;Pinball Action (set 3, encrypted);1985;Tehkan
pbaction;pbaction4;Pinball Action (set 4, encrypted);1985;Tehkan
pbaction;pbactiont;Pinball Action (Tecfri license);1985;Tehkan (Tecfri license)
;pballoon;Pioneer Balloon;1982;SNK
;pballoon_sound;SNK Pioneer Balloon Sound;;
pballoon;pballoonr;Pioneer Balloon (Rock-Ola license);1982;SNK (Rock-Ola license)
;pballpup;Mission: Paintball Powered Up;2006;Hasbro / Tiger Electronics
;pbancho;Gyakuten!! Puzzle Bancho (Japan);1996;Fuuki
witch;pbchmp95;Pinball Champ '95;1995;Veltmeijer Automaten
;pbem2017;Pense Bem (2017);2017;TecToy
;pbillian;Prebillian;1986;Kaneko / Taito
pbillian;pbillianb;Prebillian (bootleg);1987;bootleg (Game Corp.)
;pbillrd;Perfect Billiard;1987;Nihon System (United Artists license)
pbillrd;pbillrdbl;Perfect Billiard (bootleg);1987;bootleg
pbillrd;pbillrds;Perfect Billiard (MC-8123, 317-0030);1987;Nihon System (Sega license)
pbillrd;pbillrdsa;Perfect Billiard (MC-8123, 317-5008);1987;Nihon System (Sega license)
;pblbeach;Pebble Beach - The Great Shot (JUE 950913 V0.990);1995;T&E Soft
;pbmastm;Electronic Master Mind (Parker Brothers);1978;Parker Brothers
;pbo;BO (Videosynthesizer Prototype);1987;Philips
;pbobbl2n;Puzzle Bobble 2 / Bust-A-Move Again (Neo-Geo);1999;Taito (SNK license)
;pbobble;Puzzle Bobble (Japan, B-System);1994;Taito Corporation
;pbobble2;Puzzle Bobble 2 (Ver 2.3O 1995/07/31);1995;Taito Corporation Japan
pbobble2;pbobble2j;Puzzle Bobble 2 (Ver 2.2J 1995/07/20);1995;Taito Corporation
pbobble2;pbobble2o;Puzzle Bobble 2 (Ver 2.2O 1995/07/20);1995;Taito Corporation Japan
pbobble2;pbobble2u;Bust-A-Move Again (Ver 2.3A 1995/07/31);1995;Taito America Corporation
pbobble2;pbobble2x;Puzzle Bobble 2X (Ver 2.2J 1995/11/11);1995;Taito Corporation
;pbobble3;Puzzle Bobble 3 (Ver 2.1O 1996/09/27);1996;Taito Corporation
pbobble3;pbobble3j;Puzzle Bobble 3 (Ver 2.1J 1996/09/27);1996;Taito Corporation
pbobble3;pbobble3u;Puzzle Bobble 3 (Ver 2.1A 1996/09/27);1996;Taito Corporation
;pbobble4;Puzzle Bobble 4 (Ver 2.04O 1997/12/19);1997;Taito Corporation
pbobble4;pbobble4j;Puzzle Bobble 4 (Ver 2.04J 1997/12/19);1997;Taito Corporation
pbobble4;pbobble4u;Puzzle Bobble 4 (Ver 2.04A 1997/12/19);1997;Taito Corporation
;pbobblen;Puzzle Bobble / Bust-A-Move (Neo-Geo, NGM-083);1994;Taito
pbobblen;pbobblenb;Puzzle Bobble / Bust-A-Move (Neo-Geo, bootleg);1994;bootleg
;pbqbert;Q*Bert (Parker Brothers);1983;Parker Brothers
;pbss330;Pit Boss Superstar III 30 (9233-00-01, Standard version);1993;Merit
pbss330;pbss330ca;Pit Boss Superstar III 30 (9233-00-06, California version);1993;Merit
;pbst30;Pit Boss Supertouch 30 (9234-10-01);1994;Merit
pbst30;pbst30a;Pit Boss Supertouch 30 (9234-00-01);1993;Merit
ibm5150;pc;PC (CGA);1987;<generic>
;pc060ha;Taito PC060HA CIU;;
;pc080sn;Taito PC080SN;;
;pc090oj;Taito PC090OJ;;
;pc100;PC-100;198?;NEC
;pc1000;PreComputer 1000;1988;Video Technology
ibm5150;pc10iii;Commodore PC-10 III;1987;Commodore Business Machines
;pc11;DEC PC11 controller;;
;pc1245;Pocket Computer 1245;1982;Sharp
;pc1250;Pocket Computer 1250;1982;Sharp
pc1250;pc1251;Pocket Computer 1251;1982;Sharp
pc1250;pc1255;Pocket Computer 1255;1982;Sharp
;pc1260;Pocket Computer 1260;1982;Sharp
pc1260;pc1261;Pocket Computer 1261/1262;1982;Sharp
;pc1350;Pocket Computer 1350;1984;Sharp
pc1401;pc1360;Pocket Computer 1360;198?;Sharp
;pc1401;Pocket Computer 1401;1983;Sharp
pc1401;pc1402;Pocket Computer 1402;1984;Sharp
;pc1403;Pocket Computer 1403;1986;Sharp
pc1403;pc1403h;Pocket Computer 1403H;198?;Sharp
;pc1450;Pocket Computer 1450;198?;Sharp
;pc1500;Pocket Computer 1500;198?;Sharp
;pc1512;PC1512 SD;1986;Amstrad plc
;pc1512_mouse;Amstrad PC1512 mouse;;
;pc1512_mouse_port;Amstrad PC1512 mouse port;;
pc1512;pc1512dd;PC1512 DD;1986;Amstrad plc
pc1512;pc1512hd10;PC1512 HD10;1986;Amstrad plc
pc1512;pc1512hd20;PC1512 HD20;1986;Amstrad plc
;pc1512kb;Amstrad PC1512 Keyboard;;
;pc1640;PC1640 SD;1987;Amstrad plc
;pc1640_iga;Amstrad PC1640 IGA;;
pc1640;pc1640dd;PC1640 DD;1987;Amstrad plc
pc1640;pc1640hd20;PC1640 HD20;1987;Amstrad plc
pc1640;pc1640hd30;PC1640 HD30;1987;Amstrad plc
;pc16552d;National Semiconductor PC16552D UART;;
ibm5150;pc20;Amstrad PC20;1988;Amstrad plc
ibm5150;pc200;PC200 Professional Series;1988;Sinclair Research Ltd
;pc2000;PreComputer 2000;1993;Video Technology
pc2000;pc2000s;PreComputer 2000 (Spain);1993;Video Technology
ibm5150;pc2086;Amstrad PC2086;1988;Amstrad plc
ibm5170;pc2386;PC2386;1989;Amstrad plc
;pc286vs;PC-286VS;1989;Epson
ibm5150;pc3086;Amstrad PC3086;1990;Amstrad plc
ibm5170;pc30iii;PC 30-III;1988;Commodore Business Machines
;pc386m;PC-386M;1990;Epson
;pc4;Laser PC4;1990;Laser Computer
ibm5170;pc40iii;PC 40-III;1988;Commodore Business Machines
ibm5170;pc45iii;PC 45-III;198?;Commodore Business Machines
;pc486mu;PC-486MU;1994;Epson
pc486mu;pc486se;PC-486SE;1993;Epson
ibm5150;pc5086;Amstrad PC5086;199?;Amstrad plc
ibm5170;pc50ii;PC 50-II;198?;Commodore Business Machines
;pc6001;PC-6001 (Japan);1981;NEC
pc6001;pc6001a;"PC-6001A ""NEC Trek"" (US)";1981;NEC
;pc6001mk2;PC-6001mkII (Japan);1983;NEC
;pc6001mk2sr;PC-6001mkIISR (Japan);1984;NEC
ibm5170;pc60iii;PC 60-III;198?;Commodore Business Machines
;pc644vz;Player's Choice (PC644VZ) Jacks or Better;1987;IGT - International Game Technology
pc6001;pc6601;PC-6601 (Japan);1983;NEC
pc6001;pc6601sr;"PC-6601SR ""Mr. PC"" (Japan)";1984;NEC
pc644vz;pc679cy;Player's Choice (PC679CY) Jacks or Better;1987;IGT - International Game Technology
ibm5150;pc7000;PC-7000;1985;Sharp
ibm5170;pc70iii;PC 70-III;199?;Commodore Business Machines
pc644vz;pc714vz;Player's Choice (PC714VZ) Jacks or Better;1987;IGT - International Game Technology
pc644vz;pc716vy;Player's Choice (PC716VY) Jacks or Better;1987;IGT - International Game Technology
pc644vz;pc718vy;Player's Choice (PC718VY) Jacks or Better;1987;IGT - International Game Technology
;pc8001;PC-8001;1979;NEC
pc8001;pc8001mk2;PC-8001mkII;1983;NEC
pc8001;pc8001mk2sr;PC-8001mkIISR;1985;NEC
;pc80s31;NEC PC-80S31 Mini Disk Unit I/F;;
;pc80s31k;NEC PC-80S31K Mini Disk Unit I/F;;
;pc8201;PC-8201 (Japan);1983;NEC
pc8201;pc8201a;PC-8201A;1983;NEC
zx81;pc8300;PC8300;1984;Your Computer
;pc8401a;PC-8401A-LS;1984;NEC
;pc8477a;National Semiconductor PC8477A FDC;;
;pc8477b;National Semiconductor PC8477B FDC;;
;pc8500;PC-8500;1985;NEC
;pc8801;PC-8801;1981;NEC
;pc8801_23;"NEC PC-8801-23 ""Sound Board II""";;
;pc8801_31;NEC PC8801-31 CD-ROM I/F;;
;pc8801_exp_slot;PC-8801 Expansion Slot;;
pc8801mh;pc8801fa;PC-8801FA;1987;NEC
;pc8801ma;PC-8801MA;1987;NEC
pc8801ma;pc8801ma2;PC-8801MA2;1988;NEC
pc8801ma;pc8801mc;PC-8801MC;1989;NEC
;pc8801mh;PC-8801MH;1986;NEC
pc8801;pc8801mk2;PC-8801mkII;1983;NEC
pc8801mk2sr;pc8801mk2fr;PC-8801mkIIFR;1985;NEC
pc8801mk2sr;pc8801mk2mr;PC-8801mkIIMR;1985;NEC
;pc8801mk2sr;PC-8801mkIISR;1985;NEC
;pc88va;PC-88VA;1987;NEC
pc88va;pc88va2;PC-88VA2;1988;NEC
;pc88va2_fd_if;"NEC PC-88VA2 floppy disk interface ""PWD-516 72405162""";;
;pc88va_sgp;NEC PC88VA Super Graphic Processor;;
ibm5170;pc9486;PC9486;199?;Amstrad
;pc9801;PC-9801;1982;NEC
;pc9801_118;NEC PC-9801-118;;
;pc9801_26;NEC PC-9801-26;;
;pc9801_55l;NEC PC-9801-55L;;
;pc9801_55u;NEC PC-9801-55U;;
;pc9801_86;NEC PC-9801-86;;
;pc9801_amd98;System Sacom AMD-98;;
;pc9801_cd;PC9801 CD-ROM Drive;;
;pc9801_kbd;PC-9801 Keyboard;;
;pc9801_memsw;NEC PC-9801 Memory Switch device;;
;pc9801_sasi;PC9801 SASI Controller;;
;pc9801_slot;PC-9801 C-bus slot;;
;pc9801_spb;NEC PC9801 SpeakBoard;;
;pc9801bx2;PC-9801BX2/U2 (98 FELLOW);1993;NEC
;pc9801dx;PC-9801DX;1990;NEC
pc9801;pc9801f;PC-9801F;1983;NEC
;pc9801fs;PC-9801FS;1992;NEC
;pc9801rs;PC-9801RS;1989;NEC
pc9801rs;pc9801rx;PC-9801RX;1988;NEC
;pc9801us;PC-9801US;1992;NEC
;pc9801ux;PC-9801UX;1987;NEC
;pc9801vm;PC-9801VM;1985;NEC
pc9801ux;pc9801vm11;PC-9801VM11;1985;NEC
;pc9801vx;PC-9801VX;1986;NEC
;pc9821;PC-9821 (98MULTi);1992;NEC
pc9821as;pc9821ap2;PC-9821Ap2/U8W (98MATE A);1993;NEC
;pc9821as;PC-9821As (98MATE A);1993;NEC
;pc9821ce2;PC-9821Ce2 (98MULTi CanBe);1994;NEC
pc9821ce2;pc9821cx3;PC-9821Cx3 (98MULTi CanBe);1995;NEC
;pc9821ne;PC-9821Ne (98NOTE);1994;NEC
;pc9821nr15;PC-9821Nr15 (98NOTE Lavie);1996;NEC
pc9821nr15;pc9821nr166;PC-9821Nr166 (98NOTE Lavie);1997;NEC
pc9821nr15;pc9821nw150;PC-9821Nw150 (98NOTE Lavie);1997;NEC
;pc9821ra20;PC-9821Ra20 (98MATE R);1996;NEC
pc9821ra20;pc9821ra266;PC-9821Ra266 (98MATE R);1997;NEC
pc9821ra20;pc9821ra333;PC-9821Ra333 (98MATE R);1998;NEC
;pc9821v13;PC-9821V13 (98MATE VALUESTAR);1998;NEC
pc9821v13;pc9821v20;PC-9821V20 (98MATE VALUESTAR);1998;NEC
pc9821xs;pc9821xa16;PC-9821Xa16 (98MATE X);1996;NEC
;pc9821xs;PC-9821Xs (98MATE X);1994;NEC
;pc98_otomichan_kai;MAD Factory Otomi-chan Kai;;
;pc98ha;PC-98HA (Handy98);1990;NEC
;pc98lt;PC-98LT;1989;NEC
;pc_1942;1942 (PlayChoice-10);1987;Capcom
;pc_basic_joy;PC basic joystick;;
;pc_bball;Baseball (PlayChoice-10);1984;Nintendo of America
;pc_bfght;Balloon Fight (PlayChoice-10);1984;Nintendo
;pc_bload;Bases Loaded (Prototype, PlayChoice-10);1990;Jaleco (Nintendo of America license)
;pc_bstar;Baseball Stars: Be a Champ! (PlayChoice-10);1989;SNK (Nintendo of America license)
;pc_cntra;Contra (PlayChoice-10);1988;Konami (Nintendo of America license)
;pc_cshwk;Captain Sky Hawk (PlayChoice-10);1989;Rare (Nintendo of America license)
;pc_cvnia;Castlevania (PlayChoice-10);1987;Konami (Nintendo of America license)
;pc_dbldr;Double Dribble (PlayChoice-10);1987;Konami (Nintendo of America license)
;pc_ddrgn;Double Dragon (PlayChoice-10);1988;Technos Japan
;pc_drmro;Dr. Mario (PlayChoice-10);1990;Nintendo
;pc_duckh;Duck Hunt (PlayChoice-10);1984;Nintendo
;pc_ebike;Excitebike (PlayChoice-10);1984;Nintendo
;pc_fdc_superio;Winbond PC FDC Super I/O;;
;pc_fdc_xt;PC FDC (XT);;
;pc_ftqst;Uncle Fester's Quest: The Addams Family (PlayChoice-10);1989;Sunsoft (Nintendo of America license)
;pc_gntlt;Gauntlet (PlayChoice-10);1985;Atari / Tengen (Nintendo of America license)
;pc_golf;Golf (PlayChoice-10);1984;Nintendo
;pc_goons;The Goonies (PlayChoice-10);1986;Konami
pc_grdus;pc_grdue;Gradius (PlayChoice-10, older);1986;Konami
;pc_grdus;Gradius (PlayChoice-10);1986;Konami
;pc_hgaly;Hogan's Alley (PlayChoice-10);1984;Nintendo
;pc_joy;PC joystick port;;
;pc_kbdc;PC keyboard connector;;
;pc_keyb;PC Keyboard;;
;pc_kngfu;Kung Fu (PlayChoice-10);1985;Irem (Nintendo license)
;pc_lpt;PC LPT;;
;pc_mario;Mario Bros. (PlayChoice-10);1983;Nintendo
;pc_miket;Mike Tyson's Punch-Out!! (PlayChoice-10);1987;Nintendo
;pc_mman3;Mega Man III (PlayChoice-10);1990;Capcom USA (Nintendo of America license)
;pc_moglf;Mario's Open Golf (PlayChoice-10);1991;Nintendo
;pc_mtoid;Metroid (PlayChoice-10);1986;Nintendo
;pc_ngai2;Ninja Gaiden Episode II: The Dark Sword of Chaos (PlayChoice-10);1990;Tecmo (Nintendo of America license)
;pc_ngai3;Ninja Gaiden Episode III: The Ancient Ship of Doom (PlayChoice-10);1991;Tecmo (Nintendo of America license)
;pc_ngaid;Ninja Gaiden (PlayChoice-10);1989;Tecmo (Nintendo of America license)
;pc_pinbt;PinBot (PlayChoice-10);1988;Rare (Nintendo of America license)
;pc_pwbld;Power Blade (PlayChoice-10);1991;Taito (Nintendo of America license)
;pc_pwrst;Pro Wrestling (PlayChoice-10);1986;Nintendo
;pc_radr2;Rad Racer II (PlayChoice-10);1990;Square (Nintendo of America license)
;pc_radrc;Rad Racer (PlayChoice-10);1987;Square
;pc_rcpam;R.C. Pro-Am (PlayChoice-10);1987;Rare
;pc_rkats;Rockin' Kats (PlayChoice-10);1991;Atlus (Nintendo of America license)
;pc_rnatk;Rush'n Attack (PlayChoice-10);1987;Konami (Nintendo of America license)
;pc_rrngr;Chip'n Dale: Rescue Rangers (PlayChoice-10);1990;Capcom USA (Nintendo of America license)
;pc_rygar;Rygar (PlayChoice-10);1987;Tecmo (Nintendo of America license)
;pc_sjetm;Solar Jetman (PlayChoice-10);1990;Rare
;pc_smb;Super Mario Bros. (PlayChoice-10);1985;Nintendo
;pc_smb2;Super Mario Bros. 2 (PlayChoice-10);1988;Nintendo
;pc_smb3;Super Mario Bros. 3 (PlayChoice-10);1988;Nintendo
;pc_suprc;Super C (PlayChoice-10);1990;Konami (Nintendo of America license)
;pc_tbowl;Tecmo Bowl (PlayChoice-10);1989;Tecmo (Nintendo of America license)
;pc_tenis;Tennis (PlayChoice-10);1983;Nintendo
;pc_tkfld;Track & Field (PlayChoice-10);1987;Konami (Nintendo of America license)
;pc_tmnt;Teenage Mutant Ninja Turtles (PlayChoice-10);1989;Konami (Nintendo of America license)
;pc_tmnt2;Teenage Mutant Ninja Turtles II: The Arcade Game (PlayChoice-10);1990;Konami (Nintendo of America license)
;pc_trjan;Trojan (PlayChoice-10);1986;Capcom USA (Nintendo of America license)
;pc_ttoon;Tiny Toon Adventures (prototype) (PlayChoice-10);1991;Konami (Nintendo of America license)
;pc_vball;Volley Ball (PlayChoice-10);1986;Nintendo
pc_drmro;pc_virus;Virus (Dr. Mario prototype, PlayChoice-10);1990;Nintendo
;pc_wcup;Nintendo World Cup (PlayChoice-10);1990;Technos Japan (Nintendo license)
;pc_wgnmn;Wild Gunman (PlayChoice-10);1984;Nintendo
;pc_ynoid;Yo! Noid (PlayChoice-10);1990;Capcom USA (Nintendo of America license)
ibm5170;pcb303;PCB-303 Rev.01;198?;Packard Bell
;pcbydem;Player's Choice - By Demand (10223111, NSW/ACT);2006;Aristocrat
;pccard;PC Card Slot;;
ibm5170;pccm205;M205;198?;PC-Chips
ibm5170;pccm209;M209;198?;PC-Chips
ibm5170;pccm216;M216;198?;PC-Chips
ibm5170;pccm317;M317;199?;PC-Chips
ibm5170;pccm321;M321;199?;PC-Chips
ibm5170;pccm326;M326;199?;PC-Chips
ibm5170;pccm396f;M396F;199?;PC-Chips
ibm5170;pccm912;M912;199?;PC-Chips
ibm5170;pccm915i;M915i;199?;PC-Chips
ibm5170;pccm919;M919;199?;PC-Chips
;pcd;PC-D;1984;Siemens
ibm5170;pcd2;PCD-2;1986;Siemens
ibm5170;pcd204;PCD204 (PCD200 series);1991;Philips
ibm5170;pcd2m;PCD-2M;198?;Siemens
;pcd3311;PCD3311;;
ibm5170;pcd3nsl;PCD-3Nsl Notebook Computer;199?;Siemens-Nixdorf
ibm5170;pcd3nsx;PCD-3Nsx Notebook Computer;199?;Siemens-Nixdorf
ibm5170;pcd4nd;PCD-4ND;1993;Siemens-Nixdorf
ibm5170;pcd4nl;PCD-4NL;1995;Siemens-Nixdorf
ibm5170;pcd4x;PCD-4H, PCD-4M;199?;Siemens-Nixdorf
;pcd8544_device;Philips PCD8544 LCD Controller;;
;pcd8572;PCD8572 I2C Memory;;
;pcd_kbd;Siemens PC-D Keyboard;;
;pcd_video;Siemens PC-D Video;;
;pce;PC Engine;1987;NEC / Hudson Soft
;pce220;PC-E220;1991;Sharp
;pce220_serial;Sharp PC-E220 serial;;
;pce_arcade_pad_6;NEC Arcade Pad 6;;
;pce_avenue_pad_6;NEC Avenue Pad 6;;
;pce_cart_slot;PCE/TG16 Cartridge Slot;;
;pce_cdsys3;PCE/TG16 CD-System Cart v3.00;;
;pce_control_port;NEC PC Engine/TurboGrafx-16 controller port;;
;pce_joypad2;NEC PC Engine Pad;;
;pce_joypad2_turbo;NEC PC Engine/TurboGrafx-16 2 Button Joypad;;
;pce_mouse;NEC PC Engine Mouse;;
;pce_multitap;NEC PC Engine/TurboGrafx-16 Multi Tap;;
;pce_pachinko;Coconuts Japan Pachinko Controller CJPC-101;;
;pce_populous;PCE Populous Cart;;
;pce_rom;PCE/TG16 Carts;;
;pce_sf2;PCE Street Fighter 2 CE Cart;;
;pce_tennokoe;PCE Tennokoe Bank Cart;;
;pce_xhe3;Micom Soft XHE-3 PC Joystick Adapter for PC Engine;;
;pcecd;PCE CD Add-on;;
ibm5150;pcega;PC (EGA);1987;<generic>
;pcf2100;Philips PCF2100 LCD Driver;;
;pcf2110;Philips PCF2110 LCD Driver;;
;pcf2111;Philips PCF2111 LCD Driver;;
;pcf2112;Philips PCF2112 LCD Driver;;
;pcf8570;PCF8570 I2C Memory;;
;pcf8573;PCF8573 RTC with Power Fail Detector;;
;pcf8582;PCF8582 I2C Memory;;
;pcf8583;PCF8583 RTC with 240x8 RAM;;
;pcf8584;PCF8584 I2C Bus Controller;;
;pcf8593;PCF8593 RTC;;
;pcfavor;Player's Choice - Favourites (20177311, NSW/ACT);2004;Aristocrat
;pcfx;PC-FX;1994;NEC
pcfx;pcfxga;PC-FX/GA (PC ISA Card);199?;NEC
;pcg8100;HAL Laboratory PCG-8100;;
;pcg815;PC-G815;1992;Sharp
;pcg850v;PC-G850V;2001;Sharp
;pcgold;Player's Choice - Gold Edition (30291411, New Zealand);2010;Aristocrat
ibm5150;pcherc;PC (Hercules);1987;<generic>
ibm5170;pci48af;PCI48AF;199?;TMC Research Corporation
;pci9050;PLX PCI9050 PCI to Local Bus Bridge;;
;pci_bridge;PCI-PCI Bridge;;
;pci_bus;PCI Bus;;
;pci_bus_legacy;PCI Bus Legacy;;
;pci_cirrus_svga;Cirrus SVGA (PCI);;
;pci_connector;PCI device connector abstraction;;
;pci_root;PCI virtual root;;
;pcipc;Sandbox PCI PC (430HX);1998;Hack Inc.
;pcipctx;Sandbox PCI PC (430TX);1998;Hack Inc.
;pcjr_graphics;PC Jr Graphics Adapter;;
ibm5170;pck486dx;PCK 486 DX;199?;Peacock
;pckobe99;Print Club 2 Kobe Luminaire '99 (Print Club Custom 3) (J 991203 V1.000);1997;Atlus
;pcktgal;Pocket Gal (Japan);1987;Data East Corporation
pcktgal;pcktgal2;Pocket Gal 2 (English);1989;Data East Corporation
pcktgal;pcktgal2j;Pocket Gal 2 (Japanese);1989;Data East Corporation
pcktgal;pcktgalb;Pocket Gal (Yada East bootleg);1987;bootleg
pcktgal;pcktgalba;Pocket Gal / unknown card game;1987;bootleg
;pclb2elk;Print Club 2 Earth Limited Kobe (Print Club Custom) (J 970808 V1.000);1997;Atlus
;pclove;Print Club LoveLove (J 970421 V1.000);1997;Atlus
;pclove2;Print Club LoveLove Ver 2 (J 970825 V1.000);1997;Atlus
pclubjv2;pclub;Print Club (World);1995;Atlus
;pclub2;Print Club 2 (U 970921 V1.000);1997;Atlus
;pclub26w;Print Club 2 Vol. 6 Winter (J 961210 V1.000);1997;Atlus
pclub26w;pclub26wa;Print Club 2 Vol. 6 Winter (J 970121 V1.200);1997;Atlus
;pclub27s;Print Club 2 Vol. 7 Spring (J 970313 V1.100);1997;Atlus
;pclub2fc;Print Club 2 Felix The Cat (Rev. A) (J 970415 V1.100);1999;Atlus
;pclub2kc;Print Club Kome Kome Club (J 970203 V1.000);1997;Atlus
;pclub2pe;Print Club 2 Pepsiman (J 970618 V1.100);1997;Atlus
;pclub2pf;Print Club 2 Puffy (J V1.100);1998;Atlus
;pclub2v3;Print Club 2 Vol. 3 (U 990310 V1.000);1999;Atlus
;pclub2wb;Print Club 2 Warner Bros (J 970228 V1.000);1997;Atlus
;pclubj;Print Club (Japan Vol.1);1995;Atlus
;pclubjv2;Print Club (Japan Vol.2);1995;Atlus
;pclubjv4;Print Club (Japan Vol.4);1996;Atlus
;pclubjv5;Print Club (Japan Vol.5);1996;Atlus
;pclubol;Print Club Olive (J 980717 V1.000);1999;Atlus
;pclubor;Print Club Goukakenran (J 991104 V1.000);1999;Atlus
;pclubpok;Print Club Pokemon B (U 991126 V1.000);1999;Atlus
;pclubyo2;Print Club Yoshimoto V2 (J 970422 V1.100);1997;Atlus
;pclubys;Puzzle Club (Yun Sung, set 1);2000;Yun Sung
pclubys;pclubysa;Puzzle Club (Yun Sung, set 2);2000;Yun Sung
;pcm;PC/M;1988;Mugler/Mathes
;pcm54hp;PCM54HP DAC;;
ibm5150;pcmda;PC (MDA);1987;<generic>
;pcmostw;Player's Choice - Most Wanted (20234911, NSW/ACT);2008;Aristocrat
;pcmx2;PC-MX2;1985;Siemens
;pcnfrk;Percussion Freaks (GQ881 VER. EAB);1999;Konami
;pcnfrk10m;Percussion Freaks 10th Mix (G*D40 VER. AAA);2004;Konami
pcnfrk10m;pcnfrk10ma;Percussion Freaks 10th Mix eAmusement (G*D40 VER. ACA);2004;Konami
;pcnfrk2m;Percussion Freaks 2nd Mix (GE912 VER. AAA);2000;Konami
pcnfrk2m;pcnfrk2mk;Percussion Freaks 2nd Mix (GE912 VER. KAA);2000;Konami
;pcnfrk3m;Percussion Freaks 3rd Mix (G*A23 VER. AAA);2000;Konami
pcnfrk3m;pcnfrk3mk;Percussion Freaks 3rd Mix (G*A23 VER. KAA);2000;Konami
;pcnfrk4m;Percussion Freaks 4th Mix (G*A25 VER. AAA);2001;Konami
pcnfrk4m;pcnfrk4mk;Percussion Freaks 4th Mix (G*A25 VER. KAA);2001;Konami
;pcnfrk5m;Percussion Freaks 5th Mix (G*B05 VER. AAA);2001;Konami
pcnfrk5m;pcnfrk5mk;Percussion Freaks 5th Mix (G*B05 VER. KAA);2001;Konami
;pcnfrk6m;Percussion Freaks 6th Mix (G*B16 VER. AAA);2001;Konami
;pcnfrk7m;Percussion Freaks 7th Mix (G*C07 VER. AAA);2002;Konami
;pcnfrk8m;Percussion Freaks 8th Mix (G*C38 VER. AAA);2003;Konami
;pcnfrk9m;Percussion Freaks 9th Mix (G*D09 VER. AAA);2003;Konami
pcnfrk9m;pcnfrk9ma;Percussion Freaks 9th Mix eAmusement (G*D09 VER. ABA);2003;Konami
pcnfrk;pcnfrka;Percussion Freaks (GQ881 VER. AAB);1999;Konami
pcnfrk;pcnfrkk;Percussion Freaks (GQ881 VER. KAB);1999;Konami
;pcnoppi_mb;PCNOPPI_MOTHERBOARD;;
;pcockmag;Peacock Magic (1J008811, NSW/ACT);2002;Aristocrat
pcockmag;pcockmagu;Peacock Magic (0151352, US);2004;Aristocrat
;pcorig;Player's Choice - Original (30143011, NSW/ACT);2004;Aristocrat
;pcp8718;PCP 8718 - HD 360 Degrees Rocker Palm Eyecare Console - 788 in 1;200?;PCP
;pcp8728;PCP 8728 - 788 in 1;200?;PCP
;pcplat;Player's Choice - Platinum (20282111, New Zealand);2009;Aristocrat
;pcpooh2;Print Club Winnie-the-Pooh Vol. 2 (J 971218 V1.000);1997;Atlus
;pcpooh3;Print Club Winnie-the-Pooh Vol. 3 (J 980406 V1.000);1998;Atlus
;pcramclr;Player's Choice RAM Clear;1987;IGT - International Game Technology
;pcscolor;PC Super Color (Spain);1994;VTech
;pcunlim;PreComputer Unlimited (USA/Canada);1997;Video Technology
ibm5150;pcv20;PC with V20 CPU;1987;<generic>
ibm5150;pcvga;PC (VGA);1987;<generic>
pcw8256;pcw10;PCW10;1993;Amstrad plc
;pcw16;PcW16;1995;Amstrad plc
;pcw8256;PCW8256;1985;Amstrad plc
pcw8256;pcw8512;PCW8512;1985;Amstrad plc
pcw8256;pcw9256;PCW9256;1991;Amstrad plc
pcw8256;pcw9512;PCW9512;1987;Amstrad plc
pcw8256;pcw9512p;PCW9512 (+);1991;Amstrad plc
pcd;pcx;PC-X;1984;Siemens
;pcx_dmac;PC Transporter DMAC;;
;pcx_video;Siemens PC-X Video;;
;pd3_30hr;Micron/XCEED Technology Color 30HR;;
;pd3_c264;RasterOps Colorboard 264/SE30;;
;pd3_lviw;Sigma Designs L-View;;
;pd3_mclr;Micron/XCEED Technology MacroColor 30;;
;pd3_pc16;Lapis ProColor Server 8*16;;
;pda600;PenPad PDA 600;1993;Amstrad plc
;pdc100;PDC100 - Pocket Dream Console (Anncia, US);2008;Conny / Anncia
